NAME,SYSBRANCHID,SYSWAREHOUSEID,NAME,SYSBRANCHID,TRANDATE,TRANNO,GRANDTOTAL,CASH,TOTALPAYBYCASH,TOTALPAYBYCHEQUE,TOTALPAYBYCREDITCARD,TOTALPAYBYCASHCARD,TOTALPAYBYTRANFER,TOTALWITHHOLDINGTAX,TOTALCASHDISCOUNT,DEPOSITDISCOUNT,TOTAL,TOTALVAT,FCANCEL,SYSWAREHOUSEID,FCREDITOR,FINCOME,FSTOCKMAIN,SYSSALEID,SYSPERSONID,CC_CHEQUEDATE,CF_TRANDATE,COMPANY_NAME
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 07:58:08,OSVS6908002358,1454.0000,1454.0000,1454.0000,0,0,0,0,0,0,0,1385.0500,68.9500,0,0,0,1,-1,34,200000000000085,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 08:08:35,OSVS6908002365,339.0000,0,0,0,0,0,339.0000,0,0,0,316.8200,22.1800,0,0,0,1,-1,34,200000000000058,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 12:14:14,OSVS6908002481,2091.0000,2100.0000,2091.0000,0,0,0,0,0,0,0,1954.2100,136.7900,0,0,0,1,-1,32,200000000000031,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:02:19,OSVS6908002385,80.0000,80.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 08:59:00,OSVS6908002383,72.0000,100.0000,72.0000,0,0,0,0,0,0,0,67.2900,4.7100,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:04:57,OSVS6908002386,1560.0000,1560.0000,1560.0000,0,0,0,0,0,0,0,1473.6400,86.3600,0,0,0,1,-1,34,200000000000114,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 08:50:50,OSVS6908002381,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:07:42,OSVS6908002389,596.0000,0,0,0,0,0,596.0000,0,0,0,564.6000,31.4000,0,0,0,1,-1,34,200000000000103,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:06:37,OSVS6908002387,600.0000,1000.0000,600.0000,0,0,0,0,0,0,0,560.7500,39.2500,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:19:34,OSVS6908002397,350.0000,0,0,0,0,0,350.0000,0,0,0,327.1000,22.9000,0,0,0,1,-1,34,200000000000113,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 12:22:52,OSVS6908002487,90.0000,100.0000,90.0000,0,0,0,0,0,0,0,90.0000,0,0,0,0,1,-1,32,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 08:45:02,OSVS6908002379,325.0000,325.0000,325.0000,0,0,0,0,0,0,0,303.7400,21.2600,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:25:43,OSVS6908002402,2600.0000,3000.0000,2600.0000,0,0,0,0,0,0,0,2600.0000,0,0,0,0,1,-1,34,200000000000023,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 07:42:45,OSVS6908002352,320.0000,500.0000,320.0000,0,0,0,0,0,0,0,320.0000,0,0,0,0,1,-1,34,200000000000051,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:43:25,OSVS6908002411,360.0000,500.0000,360.0000,0,0,0,0,0,0,0,346.9200,13.0800,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 09:49:11,OSVS6908002415,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 12:25:45,OSVS6908002489,570.0000,600.0000,570.0000,0,0,0,0,0,0,0,542.9300,27.0700,0,0,0,1,-1,32,200000000000126,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 08:43:34,OSVS6908002376,264.0000,300.0000,264.0000,0,0,0,0,0,0,0,255.5000,8.5000,0,0,0,1,-1,34,65,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,15/8/2026 12:19:05,OSVS6908002485,897.0000,0,0,0,0,0,897.0000,0,0,0,840.6700,56.3300,0,0,0,1,-1,32,200000000000149,,15/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 07:18:35,OSVS6908002588,597.0000,600.0000,597.0000,0,0,0,0,0,0,0,568.4100,28.5900,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 06:57:58,OSVS6908002584,18.0000,20.0000,18.0000,0,0,0,0,0,0,0,18.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:45:01,OSVS6908002756,235.0000,300.0000,235.0000,0,0,0,0,0,0,0,219.6300,15.3700,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:46:05,OSVS6908002757,2200.0000,0,0,0,0,0,2200.0000,0,0,0,2097.9400,102.0600,0,0,0,1,-1,48,200000000000194,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 07:44:17,OSVS6908002593,400.0000,1000.0000,400.0000,0,0,0,0,0,0,0,400.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 07:43:57,OSVS6908002592,762.0000,800.0000,762.0000,0,0,0,0,0,0,0,714.3600,47.6400,0,0,0,1,-1,34,200000000000244,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:29:06,OSVS6908002747,360.0000,500.0000,360.0000,0,0,0,0,0,0,0,336.4500,23.5500,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:11:34,OSVS6908002745,960.0000,1000.0000,960.0000,0,0,0,0,0,0,0,919.5800,40.4200,0,0,0,1,-1,48,200000000000155,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:36:42,OSVS6908002717,130.0000,130.0000,130.0000,0,0,0,0,0,0,0,121.5000,8.5000,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:57:52,OSVS6908002758,75.0000,0,0,0,0,0,75.0000,0,0,0,71.7300,3.2700,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:44:03,OSVS6908002720,18.0000,50.0000,18.0000,0,0,0,0,0,0,0,18.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:41:53,OSVS6908002755,560.0000,1060.0000,560.0000,0,0,0,0,0,0,0,533.8300,26.1700,0,0,0,1,-1,48,200000000000075,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:40:41,OSVS6908002754,1560.0000,1560.0000,1560.0000,0,0,0,0,0,0,0,1457.9400,102.0600,0,0,0,1,-1,48,200000000000194,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:31:49,OSVS6908002753,350.0000,400.0000,350.0000,0,0,0,0,0,0,0,327.1000,22.9000,0,0,0,1,-1,48,200000000000248,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:43:35,OSVS6908002719,150.0000,150.0000,150.0000,0,0,0,0,0,0,0,140.1900,9.8100,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:49:49,OSVS6908002721,93.0000,103.0000,93.0000,0,0,0,0,0,0,0,86.9200,6.0800,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:22:02,OSVS6908002752,290.0000,0,0,0,0,0,290.0000,0,0,0,271.0300,18.9700,0,0,0,1,-1,48,200000000000076,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:18:31,OSVS6908002751,122.0000,0,0,0,0,0,122.0000,0,0,0,114.0200,7.9800,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 16:17:37,OSVS6908002750,685.0000,685.0000,685.0000,0,0,0,0,0,0,0,640.1900,44.8100,0,0,0,1,-1,48,200000000000042,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:52:36,OSVS6908002749,87.0000,100.0000,87.0000,0,0,0,0,0,0,0,85.3000,1.7000,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:27:56,OSVS6908002746,130.0000,0,0,0,0,0,130.0000,0,0,0,121.5000,8.5000,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 13:03:23,OSVS6908002725,1440.0000,2000.0000,1440.0000,0,0,0,0,0,0,0,1351.6800,88.3200,0,0,0,1,-1,48,200000000000048,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:10:36,OSVS6908002744,400.0000,0,0,0,0,0,400.0000,0,0,0,373.8300,26.1700,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:08:51,OSVS6908002743,80.0000,80.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 15:02:38,OSVS6908002742,448.0000,0,0,0,0,0,448.0000,0,0,0,423.9300,24.0700,0,0,0,1,-1,48,200000000000104,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 14:50:09,OSVS6908002739,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 14:45:59,OSVS6908002737,600.0000,600.0000,600.0000,0,0,0,0,0,0,0,560.7500,39.2500,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 13:10:17,OSVS6908002726,450.0000,0,0,0,0,0,450.0000,0,0,0,420.5600,29.4400,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 14:27:51,OSVS6908002736,560.0000,0,0,0,0,0,560.0000,0,0,0,544.3000,15.7000,0,0,0,1,-1,48,200000000000191,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 14:27:22,OSVS6908002735,18.0000,20.0000,18.0000,0,0,0,0,0,0,0,18.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 13:45:07,OSVS6908002734,370.0000,370.0000,370.0000,0,0,0,0,0,0,0,361.5000,8.5000,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 13:43:31,OSVS6908002733,399.0000,500.0000,399.0000,0,0,0,0,0,0,0,375.2500,23.7500,0,0,0,1,-1,48,200000000000125,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 13:01:46,OSVS6908002724,413.0000,420.0000,413.0000,0,0,0,0,0,0,0,385.9800,27.0200,0,0,0,1,-1,48,200000000000206,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:56:40,OSVS6908002723,1280.0000,0,0,0,0,0,1280.0000,0,0,0,1211.9600,68.0400,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:51:00,OSVS6908002722,373.0000,1000.0000,373.0000,0,0,0,0,0,0,0,353.8300,19.1700,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:41:33,OSVS6908002718,336.0000,336.0000,336.0000,0,0,0,0,0,0,0,316.3700,19.6300,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:36:03,OSVS6908002716,80.0000,0,0,0,0,0,80.0000,0,0,0,80.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:29:12,OSVS6908002715,80.0000,80.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 08:08:55,OSVS6908002602,851.0000,1000.0000,851.0000,0,0,0,0,0,0,0,797.4300,53.5700,0,0,0,1,-1,34,200000000000006,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:24:03,OSVS6908002714,178.0000,200.0000,178.0000,0,0,0,0,0,0,0,178.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 13:19:12,OSVS6908002727,400.0000,0,0,0,0,0,400.0000,0,0,0,400.0000,0,0,0,0,1,-1,48,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:18:49,OSVS6908002713,320.0000,320.0000,320.0000,0,0,0,0,0,0,0,320.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:14:42,OSVS6908002710,401.0000,1000.0000,401.0000,0,0,0,0,0,0,0,380.6500,20.3500,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:09:41,OSVS6908002708,166.0000,220.0000,166.0000,0,0,0,0,0,0,0,157.5000,8.5000,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:03:07,OSVS6908002704,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 12:01:37,OSVS6908002702,144.0000,144.0000,144.0000,0,0,0,0,0,0,0,144.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:57:27,OSVS6908002700,640.0000,140.0000,140.0000,0,0,0,500.0000,0,0,0,640.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:42:41,OSVS6908002698,200.0000,1000.0000,200.0000,0,0,0,0,0,0,0,192.1500,7.8500,0,0,0,1,-1,34,200000000000067,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:39:09,OSVS6908002696,80.0000,80.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:38:29,OSVS6908002695,560.0000,560.0000,560.0000,0,0,0,0,0,0,0,528.6000,31.4000,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:30:47,OSVS6908002694,450.0000,500.0000,450.0000,0,0,0,0,0,0,0,450.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:11:18,OSVS6908002692,400.0000,400.0000,400.0000,0,0,0,0,0,0,0,400.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:09:10,OSVS6908002690,160.0000,160.0000,160.0000,0,0,0,0,0,0,0,160.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:08:40,OSVS6908002689,1280.0000,1300.0000,1280.0000,0,0,0,0,0,0,0,1280.0000,0,0,0,0,1,-1,34,200000000000211,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:07:30,OSVS6908002687,1500.0000,1500.0000,1500.0000,0,0,0,0,0,0,0,1500.0000,0,0,0,0,1,-1,34,200000000000209,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:06:15,OSVS6908002686,130.0000,200.0000,130.0000,0,0,0,0,0,0,0,130.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:05:52,OSVS6908002685,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 11:03:11,OSVS6908002683,246.0000,1000.0000,246.0000,0,0,0,0,0,0,0,237.5000,8.5000,0,0,0,1,-1,34,200000000000246,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:57:51,OSVS6908002682,131.0000,0,0,0,0,0,131.0000,0,0,0,122.4300,8.5700,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:45:56,OSVS6908002681,80.0000,100.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,200000000000086,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:42:53,OSVS6908002679,170.0000,1000.0000,170.0000,0,0,0,0,0,0,0,170.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:38:56,OSVS6908002678,26.0000,30.0000,26.0000,0,0,0,0,0,0,0,24.3000,1.7000,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:37:12,OSVS6908002677,112.0000,200.0000,112.0000,0,0,0,0,0,0,0,105.8500,6.1500,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:33:42,OSVS6908002675,120.0000,120.0000,120.0000,0,0,0,0,0,0,0,112.1500,7.8500,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:33:28,OSVS6908002674,60.0000,100.0000,60.0000,0,0,0,0,0,0,0,56.0700,3.9300,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:32:14,OSVS6908002673,1246.0000,0,0,0,0,0,1246.0000,0,0,0,1193.6800,52.3200,0,0,0,1,-1,34,200000000000148,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:28:22,OSVS6908002671,51.0000,101.0000,51.0000,0,0,0,0,0,0,0,47.6600,3.3400,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:27:21,OSVS6908002670,409.0000,1000.0000,409.0000,0,0,0,0,0,0,0,388.1300,20.8700,0,0,0,1,-1,34,200000000000143,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:26:17,OSVS6908002669,132.0000,150.0000,132.0000,0,0,0,0,0,0,0,129.1900,2.8100,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:24:41,OSVS6908002667,54.0000,100.0000,54.0000,0,0,0,0,0,0,0,54.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:21:16,OSVS6908002666,452.0000,500.0000,452.0000,0,0,0,0,0,0,0,424.7900,27.2100,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:19:12,OSVS6908002665,230.0000,230.0000,230.0000,0,0,0,0,0,0,0,214.9500,15.0500,0,0,0,1,-1,34,200000000000024,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:13:28,OSVS6908002663,135.0000,135.0000,135.0000,0,0,0,0,0,0,0,126.1700,8.8300,0,0,0,1,-1,34,200000000000224,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:12:42,OSVS6908002662,80.0000,80.0000,80.0000,0,0,0,0,0,0,0,80.0000,0,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
ตลาดศรีเมือง,2,0,ศรีเมือง,2,16/8/2026 10:12:28,OSVS6908002661,70.0000,100.0000,70.0000,0,0,0,0,0,0,0,65.4200,4.5800,0,0,0,1,-1,34,65,,16/08/2569,บริษัท พีเค นู้ดเดิ้ล ช็อป จำกัด
